Name,Address,Closed bucket,Distance,Latitude,Longitude
Duffy's Tavern,"1238 Bloor St W (at Margueretta St), Toronto ON M6H 1N3",LikelyOpen,629,43.6555556,-79.43361111111112
Popeye's Louisiana Kitchen,"1115 Bloor St W (at Dufferin St.), Toronto ON M6H 1M7",LikelyOpen,488,43.6555556,-79.43361111111112
Maria's Sports Bar,"1135 College St, Toronto ON M6H 1B5",LikelyOpen,372,43.6555556,-79.43361111111112
Hurricanes Roadhouse Restaurant,"963 Bloor St W (btw Delaware & Dovercourt), Toronto ON M6H 1L7",LikelyOpen,755,43.6555556,-79.43361111111112
Garvey Jerk,"1104 Bloor St W, Toronto ON M6H 1M8",Unsure,518,43.6555556,-79.43361111111112
Gino's Pizza,"1158 Bloor St W, Toronto ON M6H 1N1",LikelyOpen,522,43.6555556,-79.43361111111112
241 Pizza,"1055 Bloor St W (havelock), Toronto ON M6H 1M4",LikelyOpen,552,43.6555556,-79.43361111111112
Gonzo Izakaya,"940 College St, Toronto ON M6H 1A5",VeryLikelyOpen,588,43.6555556,-79.43361111111112
Slow South Pizza,"1588 Dundas St W (Brock & Dundas), Toronto ON M6K 1T8",LikelyOpen,617,43.6555556,-79.43361111111112
Good Fork,"1550 Dundas St W, Toronto ON M6K 1T5",VeryLikelyOpen,632,43.6555556,-79.43361111111112
Good Rebel,"1591 Dundas St W, Toronto ON M6K 1T9",LikelyOpen,657,43.6555556,-79.43361111111112
Nuno,"1560 Dundas St W (Dufferin), Toronto ON M6K 1T8",LikelyOpen,674,43.6555556,-79.43361111111112
Cafe Encontro,"258 Lansdowne Ave (Lumbervale Ave), Toronto ON M6H 3X9",LikelyOpen,717,43.6555556,-79.43361111111112
Prassa,"2 Federal St (Dundas And Dufferin), Toronto ON M6J 3M4",LikelyOpen,751,43.6555556,-79.43361111111112
Mac’s Pizza,"759 Dovercourt Rd, Toronto ON M6H 2X1",LikelyOpen,773,43.6555556,-79.43361111111112
Burrito Express,"1745 Dundas St W, Toronto ON M6K 1V4",LikelyOpen,773,43.6555556,-79.43361111111112
Laziza,"950 Bloor St W (Delaware), Toronto ON M6H 1L6",LikelyOpen,783,43.6555556,-79.43361111111112
Big Daddy's,"1281 Bloor St W (Lansdowne), Toronto ON M6H 1N7",LikelyOpen,786,43.6555556,-79.43361111111112
Baked on Brock,"615C Brock Ave, Toronto ON M6H 3P1",LikelyOpen,821,43.6555556,-79.43361111111112
Le Beau,"665 Dundas St E (Tubman), Toronto ON M5A 0P4",VeryLikelyOpen,192,43.659296,-79.358035
Impact Kitchen,"573 King St E (at St Lawrence St), Toronto ON M5A 1M5",VeryLikelyOpen,358,43.659296,-79.358035
White Lily Diner,"678 Queen St E, Toronto ON M4M 1G8",LikelyOpen,541,43.659296,-79.358035
Daniels Spectrum,"585 Dundas St E (btwn Regent & Sumach), Toronto ON M5A 2B7",LikelyOpen,317,43.659296,-79.358035
Dark Horse Espresso Bar,"630 Queen St E (Carroll Street), Toronto ON M4M 1G3",LikelyOpen,455,43.659296,-79.358035
Souk Tabule,"494 Front St E (at Bayview), Toronto ON M5A 0J1",LikelyOpen,680,43.659296,-79.358035
sukhoTHAI,"274 Parliament St (btwn Coatsworth St. & Shuter St.), Toronto ON M5A 3A4",LikelyOpen,621,43.659296,-79.358035
House on Parliament,"454 Parliament St (btwn Carlton & Gerrard), Toronto ON M5A 3A2",VeryLikelyOpen,925,43.659296,-79.358035
St John's Bakery,"153 Broadview Ave (Kintyre), Toronto ON M4M 2E9",LikelyOpen,638,43.659296,-79.358035
Hanoi 3 Seasons,"588 Gerrard St E (at Broadview Ave), Toronto ON M4M 1Y3",LikelyOpen,840,43.659296,-79.358035
Terroni Sud Forno Produzione e Spaccio,"22 Sackville St, Toronto ON M5A 3E2",VeryLikelyOpen,609,43.659296,-79.358035
Cluny Bistro,"35 Tank House Lane, Toronto ON M5A 3C4",LikelyOpen,970,43.659296,-79.358035
Tabule,"810 Queen St E, Toronto ON M4M 1H7",LikelyOpen,941,43.659296,-79.358035
Figs Breakfast & Lunch,"344 Queen St E (at Parliament St.), Toronto ON M5A 1S8",LikelyOpen,657,43.659296,-79.358035
Bonjour Brioche,"812 Queen St E (at Degrassi St.), Toronto ON M4M 1H7",VeryLikelyOpen,947,43.659296,-79.358035
El Catrin Destileria,"18 Tank House Lane (Distillery District), Toronto ON M5A 3C4",VeryLikelyOpen,968,43.659296,-79.358035
Prohibition Social House,"696 Queen St E (at Broadview Ave), Toronto ON M4M 1G9",VeryLikelyOpen,622,43.659296,-79.358035
Eastbound Brewing Co,"700 Queen St E (at Broadview Ave), Toronto ON M4M 1G9",VeryLikelyOpen,626,43.659296,-79.358035
Mill Street Brewpub,"21 Tank House Lane (at Pure Spirits Mews), Toronto ON M5A 3C4",VeryLikelyOpen,994,43.659296,-79.358035
Wildly Delicious,"11 Tank House Ln, Toronto ON M5A 3C4",VeryLikelyOpen,986,43.659296,-79.358035
Gusto 501,"501 King St E, Toronto ON M5A 1L9",LikelyOpen,540,43.659296,-79.358035
Wok & Roast Chinese BBQ,"349 Broadview Ave (Gerrard St E), Toronto ON M4M 2H1",VeryLikelyOpen,782,43.659296,-79.358035
The Sweet Escape Patisserie,"55 Mill St Build, Toronto ON M5A 3C4",LikelyOpen,964,43.659296,-79.358035
A&W Restaurant,"361 Broadview Ave, Toronto ON M4M 2H1",LikelyOpen,819,43.659296,-79.358035
Archeo Trattoria,"55 Mill St, Toronto ON M5A 3C4",LikelyOpen,965,43.659296,-79.358035
Tim Hortons,"69 Regent Park Blvd (at Dundas St E), Toronto ON M5A 0K7",VeryLikelyOpen,272,43.659296,-79.358035
Pure Spirits Oyster House & Grill,"17 Tank House Lane, Toronto ON M5A 3C4",VeryLikelyOpen,988,43.659296,-79.358035
Subway,"727 Queen St E (at Broadview), Toronto ON M4M 1H1",LikelyOpen,732,43.659296,-79.358035
Tim Hortons,"335 Parliament St (Dundas st e), Toronto ON M5A 2Z3",VeryLikelyOpen,633,43.659296,-79.358035
Tim Hortons,"589 King St E (River), Toronto ON M5A 1M6",VeryLikelyOpen,337,43.659296,-79.358035
Tim Hortons,"547 Gerrard St E (Bridgepoint Hospital), Toronto ON M4M 1X7",VeryLikelyOpen,644,43.659296,-79.358035
One Cole Condominium,"25 Cole St (at Parliament St), Toronto ON M5A 4M3",LikelyOpen,572,43.659296,-79.358035
Decoy Bar,"370 Queen St E (Parliament), Toronto ON M5A 1T1",VeryLikelyOpen,601,43.659296,-79.358035
The Bullger Burger&Steak,"348 Queen St E (Parliament), Toronto ON M5A 1T1",VeryLikelyOpen,620,43.659296,-79.358035
Wanaag Somali Grill,"224 Parliament St, Toronto ON M5A 3A4",LikelyOpen,624,43.659296,-79.358035
Good Karma,"689 Queen St E, Toronto ON",LikelyOpen,634,43.659296,-79.358035
Bar Burrito,"464 Front St E, Toronto ON M5A 0E6",LikelyOpen,680,43.659296,-79.358035
Banknote Bar Corktown,"474 Adelaide St E, Toronto ON M5A 1N6",LikelyOpen,966,43.659296,-79.358035
Isaan Der Thai Kitchen,"730 Queen St E (Broadview Ave), Toronto ON M4M 1H2",LikelyOpen,706,43.659296,-79.358035
Reyna on King,"354 King St E, Toronto ON M5A 1K9",VeryLikelyOpen,728,43.659296,-79.358035
Jerk Paradise,"296A Gerrard St E (at Parliament), Toronto ON M5A 2G7",LikelyOpen,773,43.659296,-79.358035
Oji Seichi,"354 Broadview Ave, Toronto ON M4M 2G9",LikelyOpen,785,43.659296,-79.358035
Dac Hoa Tom's Kitchen,"368 Broadview Ave, Toronto ON M4M 2G9",LikelyOpen,798,43.659296,-79.358035
BLCK,"383 Dundas St E (Dundas and Ontario), Toronto ON M5A 2A6",LikelyOpen,813,43.659296,-79.358035
Gushi Japanese Street Food,"296 Gerrard St E, Toronto ON M5A 2G4",LikelyOpen,838,43.659296,-79.358035
Athenas Bar & Restaurant,"488 Parliament St ((just north of Carlton Str)), Toronto ON M4X 1P2",LikelyOpen,846,43.659296,-79.358035
Wing House & Sports Bar,"420 Parliament St, Toronto ON M5A 3A2",LikelyOpen,864,43.659296,-79.358035
AAA Pub,"598 Gerrard St E, Toronto ON M4M 1Y3",LikelyOpen,878,43.659296,-79.358035
Pho East,"610 Gerrard St E, Toronto ON M4M 1Y3",LikelyOpen,883,43.659296,-79.358035
Punjabi by Nature,"782 Queen St E, Toronto ON M4M 1H4",LikelyOpen,883,43.659296,-79.358035
Absinthe Pub and Coffee Shop,"4700 Keele St (Keele and Steeles), Toronto ON M3J 1P3",LikelyOpen,345,43.77345,-79.5002
Bamiyan Kabob,"4205 Keele St, Toronto ON M3J 3T8",LikelyOpen,654,43.77345,-79.5002
Thai Express,"4700 Keele St, Toronto ON M3J 1P3",LikelyOpen,166,43.77345,-79.5002
Subway,"105 the Pond Rd, North York ON M3J 0K9",VeryLikelyOpen,405,43.77345,-79.5002
Hero Certified Burgers,"4700 Keele St (In York Lanes Shopping Centre), Toronto ON M3J 1P3",LikelyOpen,154,43.77345,-79.5002
Falafel Hut Village,"4700 Keele St, Toronto ON M3J 1P3",LikelyOpen,159,43.77345,-79.5002
La Prep,"4700 Keele St (York University), Toronto ON M3J 1P3",LikelyOpen,157,43.77345,-79.5002
Sakura Japanese Restaurant,"4700 Keele St (York Lanes), Toronto ON M3J 1P3",LikelyOpen,149,43.77345,-79.5002
Qoola,"4700 Keele St (York University), Toronto ON M3J 1P3",LikelyOpen,96,43.77345,-79.5002
Cucinetta,"4700 Keele St (at York University), Toronto ON M3J 1P3",LikelyOpen,136,43.77345,-79.5002
Berries & Blooms,"4700 Keele St, North York ON M3J 1P3",LikelyOpen,141,43.77345,-79.5002
Shopsys Sports Grill,"4700 Keele St (York Lanes, CRU2 (York University)), Toronto ON M3J 1P3",LikelyOpen,142,43.77345,-79.5002
Popeye's Louisiana Kitchen,"9 Vanier Lane (In York Lanes Shopping Centre), North York ON M3J 1P3",VeryLikelyOpen,171,43.77345,-79.5002
Tim Hortons,"4211 Keele St (at Canarctic Dr.), North York ON M3J 3T8",VeryLikelyOpen,568,43.77345,-79.5002
Mac's Sushi,"4700 Keele St, Toronto ON M3J 1P3",LikelyOpen,166,43.77345,-79.5002
La Plap U,"4700 Keele St, North York ON M3J 1P3",LikelyOpen,166,43.77345,-79.5002
Jimmy the Greek,"4700 Keele St, North York ON M3J 1P3",LikelyOpen,208,43.77345,-79.5002
Islands Caribbean Restaurant,"4700 Keele St, Toronto ON M3J 1P3",LikelyOpen,217,43.77345,-79.5002
The Dirty Bird Chicken and Waffles,"4700 Keele St, Toronto ON M3J 1P3",LikelyOpen,226,43.77345,-79.5002
Indian Flavour,"4700 Keele St (York Lanes Mall), Toronto ON M3J 1P3",LikelyOpen,140,43.77345,-79.5002
Me Va Me Kitchen Express,"95 the Pond Rd (Haynes), Toronto ON M3J 0L1",LikelyOpen,340,43.77345,-79.5002
Osmow's Shawarma,"95 the Pond Rd, North York ON M3J 0L1",VeryLikelyOpen,356,43.77345,-79.5002
Country Style Kosher Deli,"4700 Keele St, Toronto ON M3J 1P3",LikelyOpen,356,43.77345,-79.5002
Gong Cha,"95 the Pond Rd, Toronto ON M3J 0L1",LikelyOpen,365,43.77345,-79.5002
Fat Bastard Burrito Co,"95 the Pond Rd, Toronto ON M3J 0L1",VeryLikelyOpen,387,43.77345,-79.5002
M2Go,"Sentinel Rd, Toronto ON M3J 1V6",LikelyOpen,392,43.77345,-79.5002
Freshii,"4700 Keele St (in York University), Toronto ON M3J 1P3",LikelyOpen,403,43.77345,-79.5002
Amaya Express York,"95 the Pond Rd, North York ON M3J 0L1",Unsure,403,43.77345,-79.5002
Basil Box,"105 the Pond Rd, Toronto ON M3J 0K9",LikelyOpen,431,43.77345,-79.5002
Pizza Studio,"105 the Pond Rd, Toronto ON M3J 0K9",LikelyOpen,448,43.77345,-79.5002
The Underground,"4700 Keele St (York University Student Centre), Toronto ON M3J 1P3",Unsure,224,43.77345,-79.5002
Lena’s Roti and Doubles,"4207 Keele St, North York ON M3J 3T8",LikelyOpen,572,43.77345,-79.5002
Red Soul Japanese Restaurant,"4207 Keele St, Toronto ON M3J 3T8",LikelyOpen,574,43.77345,-79.5002
Desi Village,"4207 Keele St, North York ON M3J 3T8",LikelyOpen,576,43.77345,-79.5002
Sushi Shop,"York Lane Mall, Toronto ON M3J 2S5",LikelyOpen,576,43.77345,-79.5002
Moda Nightlife & Bar Inc,"4749 Keele St (Keele & Steeles), Toronto ON M3J 2N9",LikelyOpen,594,43.77345,-79.5002
Bosphorus Turkish Cuisine,"4205 Keele St (#17), North York ON M3J 3T8",VeryLikelyOpen,644,43.77345,-79.5002
Pho VT,"2100 Steeles Ave W, Toronto ON",LikelyOpen,644,43.77345,-79.5002
Island Cuisine Restaurant,"4205 Keele St, Toronto ON M3J 3T8",LikelyOpen,647,43.77345,-79.5002
Tin Tin Congee Chinese Restaurant,"4205 Keele St (York Blvd), North York ON M3J 3T8",LikelyOpen,647,43.77345,-79.5002
Osmow's Shawarma,"4205 Keele St, North York ON M3J 3T8",LikelyOpen,647,43.77345,-79.5002
Osmows Grill York University,"4205 Keele St, Toronto ON M3J 3T8",LikelyOpen,652,43.77345,-79.5002
Hoops Sports Bar & Grill,"4207 Keele St (at The Pond Rd.), Toronto ON M3J 3T8",LikelyOpen,574,43.77345,-79.5002
Harvey's,"2030 Hwy 7, Concord ON L4K 1W6",VeryLikelyOpen,722,43.77345,-79.5002
Upper Crust,"55 Canarctic Dr, North York ON M3J 2N7",Unsure,728,43.77345,-79.5002
Orange Snail,"4700 Keele St, Toronto ON M3J 1P3",Unsure,172,43.77345,-79.5002
Mangia,"900 Grignon Blvd, Saint-Jerome QC J7Y 3S7",Unsure,173,43.77345,-79.5002
Subway,"4700 Keele St Central Sq, Toronto ON M3J 1P3",VeryLikelyOpen,173,43.77345,-79.5002
Kosher Dairy Catering - COR,"4700 Keele St, Toronto ON M3J 1P3",Unsure,175,43.77345,-79.5002
Burger King,"115 Haynes Ave, North York ON M3J 0L8",VeryLikelyOpen,289,43.77345,-79.5002
Neo Coffee Bar,"161 Frederick St (at King St E), Toronto ON M5A 4P3",VeryLikelyOpen,47,43.651118,-79.369411
The George Street Diner,"129 George St (at Richmond St E), Toronto ON M5A 2M6",VeryLikelyOpen,263,43.651118,-79.369411
Fahrenheit Coffee,"120 Lombard St (at Jarvis St), Toronto ON M5C 3H5",LikelyOpen,300,43.651118,-79.369411
St. Lawrence Market Outdoor Vendors,"93 Front St E (at Lower Jarvis St), Toronto ON M5E 1C3",LikelyOpen,317,43.651118,-79.369411
Rooster Coffee House,"343 King St E (btwn Princess & Berkeley St), Toronto ON M5A 1L1",VeryLikelyOpen,317,43.651118,-79.369411
Bellissimo Pizzaria & Ristorante,"164 the Esplanade (at Frederick St), Toronto ON M5A 4A5",LikelyOpen,258,43.651118,-79.369411
Gyu-Kaku BBQ,"81 Church St (at Adelaide St E), Toronto ON M5C 2G2",VeryLikelyOpen,446,43.651118,-79.369411
Pearl Diver,"100 Adelaide St E (Jarvis), Toronto ON M5C 1K9",VeryLikelyOpen,353,43.651118,-79.369411
George Restaurant,"111C Queen St E (Church), Toronto ON M5C 1S2",VeryLikelyOpen,474,43.651118,-79.369411
Le Petit Dejeuner,"191 King St E (at George St), Toronto ON M5A 1J5",VeryLikelyOpen,88,43.651118,-79.369411
Fresh on Front,"47 Front St E (Church Street), Toronto ON M5E 1B3",VeryLikelyOpen,533,43.651118,-79.369411
C'est What,"67 Front St E (at Church St), Toronto ON M5E 1B5",VeryLikelyOpen,440,43.651118,-79.369411
Sukho Thai,"52 Wellington St E (at Church St), Toronto ON M5E 1C7",LikelyOpen,506,43.651118,-79.369411
Cluck Clucks,"222 the Esplanade (Princess), Toronto ON M5A 4M8",VeryLikelyOpen,354,43.651118,-79.369411
Terroni,"57A Adelaide St E (at Church St.), Toronto ON M5C 1K6",VeryLikelyOpen,498,43.651118,-79.369411
Arvo Coffee,"17 Gristmill Lane (at Parliament St), Toronto ON M5A 3C4",LikelyOpen,653,43.651118,-79.369411
Beer Bistro,"18 King St E (at Yonge St.), Toronto ON M5C 1C4",VeryLikelyOpen,656,43.651118,-79.369411
The Keg Steakhouse + Bar,"26 the Esplanade, Toronto ON M5E 1A6",VeryLikelyOpen,652,43.651118,-79.369411
Dineen Coffee Co,"140 Yonge St (at Temperance St), Toronto ON M5C 1X6",VeryLikelyOpen,755,43.651118,-79.369411
Woods Restaurant & Bar,"45 Colborne St, Toronto ON M5E 1E3",LikelyOpen,505,43.651118,-79.369411
Victoria's Restaurant,"37 King St E (at Le Meridien King Edward Hotel), Toronto ON M5C 1E9",Unsure,599,43.651118,-79.369411
CRAFT Beer Market Toronto,"1 Adelaide St E, Toronto ON M5C 2V9",LikelyOpen,719,43.651118,-79.369411
Jazz Bistro,"251 Victoria St (btwn Dundas St. E & Shuter St.), Toronto ON M5B 1T8",LikelyOpen,941,43.651118,-79.369411
Balzac's Coffee Roastery,"55 Mill St (at Distillery Ln.), Toronto ON M5A 3C4",VeryLikelyOpen,838,43.651118,-79.369411
The Carbon Bar,"99 Queen St E, Toronto ON M5C 1S1",LikelyOpen,493,43.651118,-79.369411
Burrito Boyz,"74 Dundas St E, Toronto ON M5B 1C7",VeryLikelyOpen,935,43.651118,-79.369411
The Corner Place,"11 Jarvis St (Front St.), Toronto ON M5E 1N3",LikelyOpen,234,43.651118,-79.369411
Goose Island Brew House - Toronto,"70 the Esplanade, Toronto ON M5E 1R2",VeryLikelyOpen,536,43.651118,-79.369411
Cluny Bistro,"35 Tank House Lane, Toronto ON M5A 3C4",LikelyOpen,932,43.651118,-79.369411
Walrus Pub & Beer Hall,"187 Bay St (Wellington St W), Toronto ON M5L 1G5",LikelyOpen,912,43.651118,-79.369411
Ki Modern Japanese + Bar,"181 Bay St (at Wellington St. W), Toronto ON M5J 2T3",LikelyOpen,910,43.651118,-79.369411
Chotto Matte,"161 Bay St, Toronto ON M5J 2S1",VeryLikelyOpen,913,43.651118,-79.369411
John & Sons Oyster House,"56 Temperance St (at Bay St.), Toronto ON M5H 3V5",LikelyOpen,978,43.651118,-79.369411
Hokkaido Ramen Santouka,"91 Dundas St E (at Church St), Toronto ON M5B 2C8",VeryLikelyOpen,883,43.651118,-79.369411
El Catrin Destileria,"18 Tank House Lane (Distillery District), Toronto ON M5A 3C4",VeryLikelyOpen,845,43.651118,-79.369411
The Jason George,"100 Front St E (at Jarvis St), Toronto ON M5A 1E1",LikelyOpen,197,43.651118,-79.369411
Terroni Sud Forno Produzione e Spaccio,"22 Sackville St, Toronto ON M5A 3E2",VeryLikelyOpen,816,43.651118,-79.369411
Mill Street Brewpub,"21 Tank House Lane (at Pure Spirits Mews), Toronto ON M5A 3C4",VeryLikelyOpen,882,43.651118,-79.369411
La Bettola Di Terroni,"106 Victoria St, Toronto ON M5C 2B4",LikelyOpen,701,43.651118,-79.369411
Bolet's Burrito,"134 Lower Sherbourne St, Toronto ON M5A 4J4",VeryLikelyOpen,163,43.651118,-79.369411
McVeigh's Irish Pub,"124 Church St, Toronto ON M5C 2G8",VeryLikelyOpen,534,43.651118,-79.369411
Flatiron & Firkin,"49 Wellington St E (at Church St.), Toronto ON M5E 1C9",VeryLikelyOpen,478,43.651118,-79.369411
Bier Markt,"58 the Esplanade (at Church St.), Toronto ON M5E 1A6",VeryLikelyOpen,562,43.651118,-79.369411
Tim Hortons,"55 Front St E (Church And The Esplanade), Toronto ON M5E 0A7",VeryLikelyOpen,494,43.651118,-79.369411
P.J. O'Brien Irish Pub and Restuarant,"39 Colborne St (at Leader Ln.), Toronto ON M5E 1E3",LikelyOpen,535,43.651118,-79.369411
Paramount Fine Foods,"253 Yonge St (btwn Dundas St E & Shuter St), Toronto ON M5B 1N8",VeryLikelyOpen,973,43.651118,-79.369411
The Rabbit Hole,"21 Adelaide St W, Toronto ON M5H 1L6",VeryLikelyOpen,866,43.651118,-79.369411
Scotland Yard,"56 the Esplanade (btwn Scott St. and Church St.), Toronto ON M5E 1A7",VeryLikelyOpen,586,43.651118,-79.369411
Bob's Bulgogi,"105 Victoria St (Richmond and Victoria), Toronto ON M5C 3B4",LikelyOpen,665,43.651118,-79.369411
Score on King,"107 King St E (Church), Toronto ON M5C 1G6",VeryLikelyOpen,394,43.651118,-79.369411
Sushi Moto Sake & Wine Bar,"4901 Yonge St (Yonge & Sheppard), Toronto ON M2N 5N4",VeryLikelyOpen,560,43.75921143833388,-79.40960364801701
Bake Code,"4910 Yonge St (at Spring Garden Ave), Toronto ON M2N 5N5",VeryLikelyOpen,553,43.75921143833388,-79.40960364801701
The Keg Steakhouse + Bar,"5015 Yonge St, North York ON M2N 5P1",LikelyOpen,827,43.75921143833388,-79.40960364801701
Nomé Izakaya,"4848 Yonge St, Toronto ON M2N 5N2",LikelyOpen,400,43.75921143833388,-79.40960364801701
Poke Eats,"4750 Yonge St (at Poyntz Ave), Toronto ON M2N 0J6",LikelyOpen,185,43.75921143833388,-79.40960364801701
Smoke's Poutinerie Inc,"4716 Yonge St, Toronto ON M2N 5M4",LikelyOpen,101,43.75921143833388,-79.40960364801701
Union Social Eatery,"4899A Yonge St (Yonge and Sheppard), Toronto ON M2N 5N4",VeryLikelyOpen,528,43.75921143833388,-79.40960364801701
Nolbu - Korean & Japanese Restaurant,"3 Elmhurst Ave, Toronto ON M2N 1R3",LikelyOpen,454,43.75921143833388,-79.40960364801701
Tim Hortons,"4696 Yonge St, North York ON M2N 5M2",VeryLikelyOpen,119,43.75921143833388,-79.40960364801701
Sushi One,"4924 Yonge St, Toronto ON M2N 5N5",LikelyOpen,606,43.75921143833388,-79.40960364801701
A&W Restaurant,"4841 Yonge St, North York ON M2N 5X2",VeryLikelyOpen,442,43.75921143833388,-79.40960364801701
Frog & Firkin,"4854 Yonge St (at Harlandale Ave.), Toronto ON M2N 5N2",LikelyOpen,419,43.75921143833388,-79.40960364801701
Oliva,"4679 Yonge St, Toronto ON M2N 5M3",LikelyOpen,82,43.75921143833388,-79.40960364801701
McDonald's,"4808 Yonge St (btwn Harlandale Ave and Sheppard Ave W), Toronto ON M2N 5M9",VeryLikelyOpen,326,43.75921143833388,-79.40960364801701
Tim Hortons,"4841 Yonge St (at Sheppard Ave. E), North York ON M2N 5X2",VeryLikelyOpen,323,43.75921143833388,-79.40960364801701
Thai Express,"4841 Yonge St (Sheppard Avenue East), North York ON M2N 5X2",LikelyOpen,357,43.75921143833388,-79.40960364801701
Subway,"33 Sheppard Ave E (at Yonge St.), Toronto ON M2N 7K1",LikelyOpen,316,43.75921143833388,-79.40960364801701
Tim Hortons,"185 Sheppard Ave E, Toronto ON M2N 3A8",VeryLikelyOpen,975,43.75921143833388,-79.40960364801701
Subway,"4841 Yonge St (Sheppard Avenue), North York ON M2N 5X2",LikelyOpen,442,43.75921143833388,-79.40960364801701
Ava Food Market,"193 Sheppard Ave E, Toronto ON M2N 3A8",LikelyOpen,988,43.75921143833388,-79.40960364801701
Super Chicken 轰炸鸡,"4716 Yonge St, North York ON M2N 5M4",VeryLikelyOpen,94,43.75921143833388,-79.40960364801701
Ana-Sam Investments Inc,"4696 Yonge St, North York ON M2N 5M2",LikelyOpen,98,43.75921143833388,-79.40960364801701
Burger King,"4841 Yonge St (Sheppard Centre), Toronto ON M2N 5X2",LikelyOpen,371,43.75921143833388,-79.40960364801701
Pizza Nova,"1 Avondale Ave (East side of Yonge Street and Avondale Ave), Toronto ON M2N 7J1",LikelyOpen,136,43.75921143833388,-79.40960364801701
Pho Ok,"4664 Yonge St, Toronto ON M2N 5M1",VeryLikelyOpen,155,43.75921143833388,-79.40960364801701
Wood House BBQ,"4664 Yonge St, Toronto ON M2N 5M1",VeryLikelyOpen,163,43.75921143833388,-79.40960364801701
Jerk King,"4738 Yonge St (at Sheppard Ave), Toronto ON M2N 5M6",LikelyOpen,164,43.75921143833388,-79.40960364801701
Allwyn's Bakery,"4750 Yonge St, Toronto ON M2N 0J6",LikelyOpen,173,43.75921143833388,-79.40960364801701
Enkang Dumpling,"4750 Yonge St (Beecroft), Toronto ON M2N 0J6",LikelyOpen,209,43.75921143833388,-79.40960364801701
Nanashake,"4750 Yonge St, North York ON M2N 0J6",LikelyOpen,222,43.75921143833388,-79.40960364801701
Pizza Pizza,"4844 Yonge St, North York ON M2N 5N2",VeryLikelyOpen,395,43.75921143833388,-79.40960364801701
Java Joes,"25 Sheppard Ave W (at Yonge St), Toronto ON M2N 6S6",LikelyOpen,294,43.75921143833388,-79.40960364801701
Wuhan Noodle 1950,"5423 Yonge St (Byng Ave.), Toronto ON M2N 5R6",LikelyOpen,306,43.75921143833388,-79.40960364801701
Druxy's Famous Deli Sandwiches,"4841 Yonge St (at Sheppard Ave), Toronto ON M2N 5X2",Unsure,321,43.75921143833388,-79.40960364801701
Orient Express,"2 Sheppard Ave E (Yonge St.), Toronto ON M2N 5Y7",LikelyOpen,322,43.75921143833388,-79.40960364801701
Lee Nam Jang,"4846 Yonge St (at Yonge & Sheppard), North York ON M2N 5N2",VeryLikelyOpen,404,43.75921143833388,-79.40960364801701
Blaze Pizza,"4841 Yonge St, Toronto ON M2N 5X2",VeryLikelyOpen,351,43.75921143833388,-79.40960364801701
Michi,"4848 Yonge St, Toronto ON M2N 5N2",LikelyOpen,354,43.75921143833388,-79.40960364801701
Enercare Connections Inc,"6 Forest Laneway, North York ON M2N 5X9",LikelyOpen,359,43.75921143833388,-79.40960364801701
Cathay Wok,"4841 Yonge St (at Yonge St.), Toronto ON M2N 5X2",Unsure,366,43.75921143833388,-79.40960364801701
Freshii,"4841 Yonge St, North York ON M2N 5X2",VeryLikelyOpen,366,43.75921143833388,-79.40960364801701
Extreme Pita,"4841 Yonge St, Toronto ON M2N 5X2",LikelyOpen,385,43.75921143833388,-79.40960364801701
Furama Dim Sum & Bakery,"2 Sheppard Ave E (in Sheppard Center), Toronto ON M2N 5Y7",LikelyOpen,414,43.75921143833388,-79.40960364801701
Pujukan Korean BBQ,"4852 Yonge St, Toronto ON M2N 5N2",LikelyOpen,421,43.75921143833388,-79.40960364801701
Tacorrito,"4841 Yonge St (Greenfield Ave.), North York ON M2N 5X2",LikelyOpen,447,43.75921143833388,-79.40960364801701
Government Street Meat,"4900 Yonge St, Toronto ON M2N 6A4",LikelyOpen,460,43.75921143833388,-79.40960364801701
Hay Sushi,"17 Spring Garden Avenue, Toronto ON M2N 3G1",LikelyOpen,569,43.75921143833388,-79.40960364801701
Hotopia Sichuan Cuisines,"25 Spring Garden Ave, Toronto ON M2N 3G1",LikelyOpen,584,43.75921143833388,-79.40960364801701
Aida's Bakery,"18 Spring Garden Ave, Toronto ON M2N 7M2",LikelyOpen,622,43.75921143833388,-79.40960364801701
Chinese Burger,"15 Northtown Way (Yonge and Finch), North York ON M2N 7A2",LikelyOpen,679,43.75921143833388,-79.40960364801701
Kibo Sushi House,"1415 Bloor St W (Symington), Toronto ON M6P 3L4",VeryLikelyOpen,497,43.661324,-79.449534
Mattachioni,"1617 Dupont St, Toronto ON M6P 3S8",VeryLikelyOpen,581,43.661324,-79.449534
Halo Brewery,"247 Wallace Ave, Toronto ON M6H 1V5",LikelyOpen,244,43.661324,-79.449534
Sugo,"1281 Bloor St W (Lansdowne), Toronto ON M6H 1N7",VeryLikelyOpen,673,43.661324,-79.449534
Outpost Coffee Roasters,"1578 Bloor St W, Toronto ON M6P 1A4",LikelyOpen,677,43.661324,-79.449534
Cafe Neon,"241 Wallace Ave (Btwn Wade & Rankin), Toronto ON M6H 1V5",LikelyOpen,263,43.661324,-79.449534
Hula Girl Espresso Boutique,"2473 Dundas St W, Toronto ON M6P 1X3",LikelyOpen,386,43.661324,-79.449534
