Name,Address,Closed bucket,Distance,Latitude,Longitude
Danny's Pizza Tavern,"611 College St, Toronto ON M6G 1B5",VeryLikelyOpen,686,43.65111111111111,-79.4213888888889
Tav's Gnocchi Pizza Bar,"589 College St, Toronto ON M6G 1B2",LikelyOpen,769,43.65111111111111,-79.4213888888889
Pizzeria Libretto,"589 College St, Toronto ON M6G 1B2",LikelyOpen,788,43.65111111111111,-79.4213888888889
Tony's & Nick's Place,"1470 Dundas St W, Toronto ON M6J 1Y6",LikelyOpen,796,43.65111111111111,-79.4213888888889
Pizza Pizza,"1124 Queen St W, Toronto ON M6J 1J3",LikelyOpen,886,43.65111111111111,-79.4213888888889
Capitol Trattoria Pizzeria,"597 College St, Toronto ON M6G 1B5",Unsure,737,43.65111111111111,-79.4213888888889
Pizzeria Libretto,"550 Danforth Ave (at Carlaw Ave), Toronto ON M4K 1P8",VeryLikelyOpen,801,43.67729,-79.35741
Factory Girl,"193 Danforth Ave, Toronto ON M4K 1N2",LikelyOpen,111,43.67729,-79.35741
Kalyvia Restaurant,"420 Danforth Ave, Toronto ON M4K 1P3",VeryLikelyOpen,507,43.67729,-79.35741
Pizza Pizza,"85 Danforth Ave, Toronto ON M4K 1M9",VeryLikelyOpen,186,43.67729,-79.35741
Il Fornello,"576 Danforth Ave, Toronto ON M4K 1R1",LikelyOpen,856,43.67729,-79.35741
Pizza Nova,"1954 Danforth Ave (at Woodmount Ave.), Toronto ON M4C 1J4",LikelyOpen,170,43.67729,-79.35741
Pizzeria Via Mercanti,"124 Danforth Ave, Toronto ON M4K 1N1",LikelyOpen,83,43.67729,-79.35741
Pizzaiolo Gourmet Pizza,"110 Danforth Ave, Toronto ON M4K 1N1",LikelyOpen,113,43.67729,-79.35741
Pi Co,"102 Danforth Ave, Toronto ON M4K 1N1",LikelyOpen,144,43.67729,-79.35741
Pizzaiolo Gourmet Pizza,"1528 Danforth Ave (at Broadview Ave), Toronto ON M4J 1N4",LikelyOpen,864,43.67729,-79.35741
North of Brooklyn Pizzeria,"650 1/2 Queen St W (Palmerston Ave), Toronto ON M6J 1E4",LikelyOpen,617,43.643253094827294,-79.41230469904167
Bar Poet,"1090 Queen St W (Dovercourt Road), Toronto ON M6J 1H8",VeryLikelyOpen,796,43.643253094827294,-79.41230469904167
Pizzeria Libretto,"221 Ossington Ave (at Dundas St W), Toronto ON M6J 2Z8",VeryLikelyOpen,922,43.643253094827294,-79.41230469904167
Pizzeria Badiali,"181 Dovercourt Rd (at Argyle St), Toronto ON M6J 3C6",VeryLikelyOpen,982,43.643253094827294,-79.41230469904167
The Fourth Man in the Fire,"832 Dundas St W, Toronto ON M6J 1V3",VeryLikelyOpen,970,43.643253094827294,-79.41230469904167
Levetto,"68 Sudbury St (Dovercourt), Toronto ON M6J 0B7",LikelyOpen,828,43.643253094827294,-79.41230469904167
Superpoint,"184A Ossington Ave Main (at Halton St), Toronto ON M6J 2Z7",LikelyOpen,885,43.643253094827294,-79.41230469904167
Panago Pizza Inc,"120 Lynn Williams St (Liberty Village), Toronto ON M6K 3N6",LikelyOpen,632,43.643253094827294,-79.41230469904167
King Slice,"1130 Queen St W, Toronto ON M6J 1J3",LikelyOpen,936,43.643253094827294,-79.41230469904167
Domino's Pizza,"51 Niagara St (at Bathurst St), Toronto ON M5V 1C3",LikelyOpen,839,43.643253094827294,-79.41230469904167
Pizza Nova,"901 King St W (at Strachan Ave), Toronto ON M5V 3H5",LikelyOpen,155,43.643253094827294,-79.41230469904167
Pizzaiolo,"609 Queen St W (Bathurst), Toronto ON M5V 2B7",Unsure,913,43.643253094827294,-79.41230469904167
Pizza Hut,"720 King St W, Toronto ON M5V 2T3",LikelyOpen,634,43.643253094827294,-79.41230469904167
Pizzaiolo,"624 Queen St W, Toronto ON M6J 1E4",LikelyOpen,687,43.643253094827294,-79.41230469904167
Freshslice Pizza,"744 King St W, Toronto ON M5V 1N3",LikelyOpen,593,43.643253094827294,-79.41230469904167
Golden Phoebe Tree Inc,"120 Lynn Williams St, Toronto ON M6K 3N6",LikelyOpen,610,43.643253094827294,-79.41230469904167
Blondie’s Pizza,"88 Ossington Ave, Toronto ON M6J 2Z4",LikelyOpen,697,43.643253094827294,-79.41230469904167
Pizzaville,"171 E Liberty St, Toronto ON M6K 3P6",VeryLikelyOpen,740,43.643253094827294,-79.41230469904167
Pizza Pizza,"655 Queen St W, Toronto ON M6J 1E6",LikelyOpen,778,43.643253094827294,-79.41230469904167
8Mile Pizza,"122 Atlantic Ave, Toronto ON M6K 1X9",LikelyOpen,834,43.643253094827294,-79.41230469904167
Pizza Thick & the Ice Cream Bake Shop,"536 Queen St W, Toronto ON M5V 2B5",LikelyOpen,913,43.643253094827294,-79.41230469904167
Pizza Aiolo,"609 Queen St W, Toronto ON M5V 2B7",LikelyOpen,916,43.643253094827294,-79.41230469904167
Pizzaiolo,"615 King St W (Bathurst), Toronto ON M5V 1M5",VeryLikelyOpen,929,43.643253094827294,-79.41230469904167
Amato Pizza on Queen,"534 Queen St W, Toronto ON M5V 2B5",LikelyOpen,933,43.643253094827294,-79.41230469904167
Just Cone It at the CNE,"100 Princes Blvd, Toronto ON M6K 3C3",Unsure,979,43.643253094827294,-79.41230469904167
Pizza Pizza,"1124 Queen St W, Toronto ON M6J 1J3",LikelyOpen,926,43.643253094827294,-79.41230469904167
Panago Pizza Inc,"109 Atlantic Ave, Toronto ON M6K 1X4",Unsure,769,43.643253094827294,-79.41230469904167
Carino Crosta Restaurant,"68 Sudbury St, Toronto ON M6J 0B7",Unsure,788,43.643253094827294,-79.41230469904167
Cucina di Paisano,"865 York Mills Rd, Toronto ON M3B 1Y6",LikelyOpen,862,43.76167125342455,-79.35258302698364
Pizzaiolo Gourmet Pizza,"865 York Mills Rd (Don Mills), Toronto ON M3B 1Y6",LikelyOpen,804,43.76167125342455,-79.35258302698364
Pizza Hut,"861 York Mills Rd, Toronto ON M3B 1Y2",LikelyOpen,827,43.76167125342455,-79.35258302698364
Pizza Nova,"879 York Mills Rd (at Don Mills Rd.), Toronto ON M3B 1Y5",Unsure,799,43.76167125342455,-79.35258302698364
By the Slice,"861 York Mills Rd, Toronto ON M3B 1Y2",LikelyOpen,827,43.76167125342455,-79.35258302698364
Domino's Pizza,"4204 Dundas St W, Toronto ON M8X 1Y6",LikelyOpen,708,43.66279594478841,-79.51959827976225
Pizza Aiolo,"3339 Bloor St W (Bloor & Islington), Toronto ON M8X 1E9",LikelyOpen,724,43.66279594478841,-79.51959827976225
Casa Di Giorgios,"1646 Queen St E (at Eastern Ave,), Toronto ON M4L 1G3",VeryLikelyOpen,597,43.663162,-79.309765
Pizza Pizza,"1771 W Lake Shore Blvd (Woodbine ave), Toronto ON M4L 3V9",LikelyOpen,66,43.663162,-79.309765
Maestro Omar's Gourmet Pizza,"66 Kingston Rd, Toronto ON M4L 1S4",LikelyOpen,660,43.663162,-79.309765
O Sushi,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",LikelyOpen,687,43.663162,-79.309765
Otherside Pizza,"1911 Queen St E, Toronto ON M4L 1H3",VeryLikelyOpen,762,43.663162,-79.309765
Pizza Nova,"1928 Queen St E (at Elmer Ave), Toronto ON M4L 1H5",LikelyOpen,837,43.663162,-79.309765
Pizzaville,"1971 Queen St E, Toronto ON M4L 1H9",VeryLikelyOpen,998,43.663162,-79.309765
Pizza Pizza,"500 Rogers Rd, York ON M6M 1B3",VeryLikelyOpen,994,43.673019,-79.467994
Pizza Pan,"1822 St Clair Ave W (at Old Weston Rd), Toronto ON M6N 1J5",VeryLikelyOpen,426,43.673019,-79.467994
Pi Co,"Keele St and Dundas St, Toronto ON M6P 1Y8",LikelyOpen,835,43.673019,-79.467994
Qui Ristorante Pizzeria,"1654 St Clair Ave W, Toronto ON M6N 1H8",LikelyOpen,850,43.673019,-79.467994
Sidewalk Ristaurante & Pizzeria,"1654 St Clair Ave W, Toronto ON M6N 1H8",LikelyOpen,855,43.673019,-79.467994
Pizzeria Libretto,"3011 Dundas St W, Toronto ON M6P 1Z4",VeryLikelyOpen,863,43.673019,-79.467994
Domino's Pizza,"344 High Park Ave (Dundas), Toronto ON M6P 2S7",LikelyOpen,883,43.673019,-79.467994
Dundas Pizza,"3088 Dundas St W (West of Keele), Toronto ON M6P 1Z8",VeryLikelyOpen,896,43.673019,-79.467994
Botham’s,"2869 Dundas St W, Toronto ON M6P 1Y9",VeryLikelyOpen,906,43.673019,-79.467994
Burattino Brick Oven Pizza,"3109 Dundas St W, Toronto ON M6P 1Z9",VeryLikelyOpen,955,43.673019,-79.467994
North of Brooklyn Pizzeria - Commissary,"511 Rogers Rd, Toronto ON M6M 1B4",VeryLikelyOpen,993,43.673019,-79.467994
Shoxs Billiard Lounge,"2827 Dundas St W (at Keele St.), Toronto ON M6P 1Y6",LikelyOpen,928,43.673019,-79.467994
Napoli Centrale,"964 Bathurst St, Toronto ON M5R 3G5",LikelyOpen,451,43.67348899977229,-79.41339520555726
Martino Pizza Inc,"178 Dupont St (at St George St), Toronto ON M5R 2E6",LikelyOpen,820,43.67348899977229,-79.41339520555726
Detroit Pizzeria,"1093 Bathurst St (Dupont), Toronto ON M5R 3G8",LikelyOpen,84,43.67348899977229,-79.41339520555726
Pizza Pizza,"160 Kendal Ave, Toronto ON M5R 1M3",LikelyOpen,335,43.67348899977229,-79.41339520555726
Pizza Nova,"603 Davenport Rd, Toronto ON M5R 1L1",LikelyOpen,389,43.67348899977229,-79.41339520555726
Domino's Pizza,"936 Bathurst St, Toronto ON M5R 3G5",VeryLikelyOpen,488,43.67348899977229,-79.41339520555726
Pizza Pizza,"558 Bloor St W, Toronto ON M6G 1K1",LikelyOpen,956,43.67348899977229,-79.41339520555726
Pizzaville,"635 Markham St, Toronto ON M6G 2M1",VeryLikelyOpen,923,43.67348899977229,-79.41339520555726
Menchella's Gourmet Pizza,"452 Bloor St W, Toronto ON",LikelyOpen,926,43.67348899977229,-79.41339520555726
Pizzaiolo,"416 Bloor St W, Toronto ON M5S 1X5",LikelyOpen,935,43.67348899977229,-79.41339520555726
Panago Pizza Inc,"787 Bathurst St (Bathurst bloor), Toronto ON M5S 0B7",LikelyOpen,996,43.67348899977229,-79.41339520555726
Terrazza,"372 Harbord St (shaw), Toronto ON M6G 1H9",VeryLikelyOpen,325,43.656945,-79.424911
Pizzeria Libretto,"221 Ossington Ave (at Dundas St W), Toronto ON M6J 2Z8",VeryLikelyOpen,950,43.656945,-79.424911
Bitondo Pizzeria,"11 Clinton St (at Henderson Ave), Toronto ON M6J 2N7",LikelyOpen,975,43.656945,-79.424911
Wenona Craft Beer Lodge,"1069 Bloor St W (Dufferin Street), Toronto ON M6H 1M5",VeryLikelyOpen,730,43.656945,-79.424911
Marinella,"640 College St (College and Grace), Toronto ON M6G 1B4",LikelyOpen,786,43.656945,-79.424911
Village Pizza,"759 Dovercourt Rd (Bloor St West), Toronto ON M6H 2X1",Unsure,625,43.656945,-79.424911
Brass Taps Pizza Pub,"934 College St (Dovercourt), Toronto ON M6H 1A4",LikelyOpen,371,43.656945,-79.424911
Cafe Diplomatico,"594 College St (Clinton St), Toronto ON M6G 1B3",LikelyOpen,904,43.656945,-79.424911
Regina Pizzeria & Trattoria,"782 College St (btwn Shaw St & Roxton Rd), Toronto ON M6G 1C6",VeryLikelyOpen,395,43.656945,-79.424911
San Francesco Foods,"10 Clinton St, Toronto ON M6J 2N8",VeryLikelyOpen,971,43.656945,-79.424911
Trattoria Taverniti,"591 College St, Toronto ON M6G 1B2",LikelyOpen,929,43.656945,-79.424911
Pizza Hut,"922 Bloor St W, Toronto ON M6H 1L4",LikelyOpen,562,43.656945,-79.424911
Gino's Pizza,"802 College St (at Roxton Rd.), Toronto ON M6G 1C8",LikelyOpen,355,43.656945,-79.424911
Pizzaville,"796 College St, Toronto ON M6G 1C6",LikelyOpen,373,43.656945,-79.424911
Levetto,"940 College St (Dovercourt), Toronto ON M6H 1A5",LikelyOpen,390,43.656945,-79.424911
Delisso Pizza & Wings,"772 College St, Toronto ON M6G 1C6",LikelyOpen,410,43.656945,-79.424911
Amato,"770 College St (Shaw), Toronto ON M6G 1C6",LikelyOpen,410,43.656945,-79.424911
Giovanni's Italian Kitchen & Pizza Bar,"760A College St, Toronto ON M6G 1C4",LikelyOpen,459,43.656945,-79.424911
Levant,"899 Bloor St W, Toronto ON M6H 1L2",LikelyOpen,537,43.656945,-79.424911
Pizza Nova,"703 College St (at Montrose), Toronto ON M6G 1C2",Unsure,589,43.656945,-79.424911
Ambassador Pizza,"946 Bloor St W (Ossington), Toronto ON",LikelyOpen,592,43.656945,-79.424911
Pidza,"858 Bloor St W, Toronto ON M6G 1M2",LikelyOpen,602,43.656945,-79.424911
Garfield Eats,"995 Bloor St W, Toronto ON M6H 1M1",LikelyOpen,602,43.656945,-79.424911
La Festa Pizzeria,"821A Bloor St W (Crawford St.), Toronto ON M6G 1M1",LikelyOpen,648,43.656945,-79.424911
Mac’s Pizza,"759 Dovercourt Rd, Toronto ON M6H 2X1",LikelyOpen,654,43.656945,-79.424911
Standard Club,"667 College St, Toronto ON M6G 1B9",LikelyOpen,682,43.656945,-79.424911
241 Pizza,"1055 Bloor St W (havelock), Toronto ON M6H 1M4",LikelyOpen,695,43.656945,-79.424911
Papa John's Pizza,"653 College St, Toronto ON M6G 1B7",LikelyOpen,746,43.656945,-79.424911
Roma 1090,"1090 Bloor St W (Gladstone), Toronto ON M6H 1M6",LikelyOpen,809,43.656945,-79.424911
Plizza,"1115 Bloor St W (Dufferin St), Toronto ON M6H 1M7",LikelyOpen,842,43.656945,-79.424911
Pizza Pizza,"900 Dufferin St, Toronto ON M6H 4A9",LikelyOpen,844,43.656945,-79.424911
Garvey Jerk,"1104 Bloor St W, Toronto ON M6H 1M8",Unsure,854,43.656945,-79.424911
Danny's Pizza Tavern,"611 College St, Toronto ON M6G 1B5",VeryLikelyOpen,856,43.656945,-79.424911
North of Brooklyn Pizzeria,"1181 Dundas St W, Toronto ON M6J 1X3",LikelyOpen,905,43.656945,-79.424911
Tav's Gnocchi Pizza Bar,"589 College St, Toronto ON M6G 1B2",LikelyOpen,931,43.656945,-79.424911
Tony's & Nick's Place,"1470 Dundas St W, Toronto ON M6J 1Y6",LikelyOpen,941,43.656945,-79.424911
Pizzeria Libretto,"589 College St, Toronto ON M6G 1B2",LikelyOpen,947,43.656945,-79.424911
Gino's Pizza,"1158 Bloor St W, Toronto ON M6H 1N1",LikelyOpen,997,43.656945,-79.424911
Pizza Pizza,"979 Bloor St W (at Dovercourt Rd.), Toronto ON M6H 1L7",LikelyOpen,567,43.656945,-79.424911
Capitol Trattoria Pizzeria,"597 College St, Toronto ON M6G 1B5",Unsure,901,43.656945,-79.424911
Paoletti’s,"8700 Dufferin St, Vaughan ON L4K 4S2",LikelyOpen,354,43.7724019,-79.4675395
Don Franchesko Sandwich's Pizza & Pasta,"1048 Finch Ave W, North York ON M3J 2E2",VeryLikelyOpen,565,43.7724019,-79.4675395
San Francesco Foods,"1048 Finch Ave W (Finch & Dufferin), Toronto ON M3J 2E2",LikelyOpen,601,43.7724019,-79.4675395
Pizza Hut,"4400 Dufferin St, Toronto ON M3H 6A8",LikelyOpen,831,43.7724019,-79.4675395
Pizzeria Badiali,"181 Dovercourt Rd (at Argyle St), Toronto ON M6J 3C6",VeryLikelyOpen,784,43.64957,-79.432446
Pizzeria Libretto,"221 Ossington Ave (at Dundas St W), Toronto ON M6J 2Z8",VeryLikelyOpen,954,43.64957,-79.432446
Superpoint,"184A Ossington Ave Main (at Halton St), Toronto ON M6J 2Z7",LikelyOpen,955,43.64957,-79.432446
Brass Taps Pizza Pub,"934 College St (Dovercourt), Toronto ON M6H 1A4",LikelyOpen,684,43.64957,-79.432446
Superpoint Express Bar,"269 Dunn Ave (Queen St W), Toronto ON M6K 2S1",LikelyOpen,988,43.64957,-79.432446
King Slice,"1130 Queen St W, Toronto ON M6J 1J3",LikelyOpen,978,43.64957,-79.432446
Tony's & Nick's Place,"1470 Dundas St W, Toronto ON M6J 1Y6",LikelyOpen,108,43.64957,-79.432446
Slow South Pizza,"1588 Dundas St W (Brock & Dundas), Toronto ON M6K 1T8",LikelyOpen,190,43.64957,-79.432446
Domino's Pizza,"1671 Dundas St W, Toronto ON M6K 1V2",LikelyOpen,382,43.64957,-79.432446
Saints Island Pies,"1665 Dundas St W, Toronto ON M6K 1V2",LikelyOpen,387,43.64957,-79.432446
Pizza Pizza,"1432 Queen St W, Toronto ON M6K 1L9",LikelyOpen,981,43.64957,-79.432446
Yummy Pizza,"1745 Dundas St W, Toronto ON M6K 1V4",LikelyOpen,568,43.64957,-79.432446
Papa John's Pizza,"1269 College St (Lansdown Ave), Toronto ON M6H 1C5",LikelyOpen,575,43.64957,-79.432446
Albany Pizza,"222 Lansdowne Ave, Toronto ON M6K 3C6",LikelyOpen,643,43.64957,-79.432446
Levetto,"940 College St (Dovercourt), Toronto ON M6H 1A5",LikelyOpen,649,43.64957,-79.432446
Pizza Pizza,"900 Dufferin St, Toronto ON M6H 4A9",LikelyOpen,831,43.64957,-79.432446
Parkdale Pizza,"1316 Queen St W (Brock Avenue), Toronto ON M6K 1L4",LikelyOpen,865,43.64957,-79.432446
Pizza Pala,"1316 Queen St W, Toronto ON M6K 1L4",Unsure,865,43.64957,-79.432446
North of Brooklyn Pizzeria,"1181 Dundas St W, Toronto ON M6J 1X3",LikelyOpen,919,43.64957,-79.432446
Pizza Pizza,"1124 Queen St W, Toronto ON M6J 1J3",LikelyOpen,980,43.64957,-79.432446
Makkah Restaurant,"2980 Danforth Ave (Donlands Ave), Toronto ON M4C 1M6",LikelyOpen,727,43.6929478,-79.28339980000001
Chowk Bazaar Burger & Pizza,"3210 Danforth Ave, Scarborough ON",LikelyOpen,51,43.6929478,-79.28339980000001
Reginos Pizza,"3331 Danforth Ave, Toronto ON M1L 1C5",LikelyOpen,179,43.6929478,-79.28339980000001
Little Caesars Pizza,"2480 Gerrard St E, Toronto ON M1N 4C3",VeryLikelyOpen,654,43.6929478,-79.28339980000001
Subhan Halal Pizza,"2970 Danforth Ave, Toronto ON M4C 1M6",LikelyOpen,748,43.6929478,-79.28339980000001
Pizza Pizza,"579 Markham Rd, Scarborough ON M1H 2A3",VeryLikelyOpen,930,43.74715113437855,-79.21450235913849
Mecca Halal Pizza,"3238 Eglinton Ave E, Scarborough ON M1J 2H6",VeryLikelyOpen,373,43.74715113437855,-79.21450235913849
Bilal Halal Chicken & Pizza,"3238 Eglinton Ave E, Scarborough ON M1J 2H6",LikelyOpen,406,43.74715113437855,-79.21450235913849
Bismillah Pizza,"3160 Eglinton Ave E (Markham and Eglinton), Toronto ON M1J 2H4",Unsure,746,43.74715113437855,-79.21450235913849
241 Pizza,"3155 Eglinton Ave E, Scarborough ON M1J 2G2",LikelyOpen,801,43.74715113437855,-79.21450235913849
Pizza & Wings,"3600 Ellesmere Rd, Scarborough ON M1C 4Y8",LikelyOpen,868,43.74715113437855,-79.21450235913849
Domino's Pizza,"Kingston Rd (Main Street), Toronto ON",LikelyOpen,962,43.74715113437855,-79.21450235913849
Papa John's Pizza,"3192 Eglinton Ave E, Scarborough ON M1J 2H5",Unsure,588,43.74715113437855,-79.21450235913849
Halal Pizza & Chicken,"3160 Eglinton Ave E, Scarborough ON M1J 2H4",LikelyOpen,759,43.74715113437855,-79.21450235913849
Terroni,"57A Adelaide St E (at Church St.), Toronto ON M5C 1K6",VeryLikelyOpen,481,43.64659663170443,-79.37530913867988
Bellissimo Pizzaria & Ristorante,"164 the Esplanade (at Frederick St), Toronto ON M5A 4A5",LikelyOpen,583,43.64659663170443,-79.37530913867988
Pizzeria Libretto,"155 University Ave (at Pearl St), Toronto ON M5H 3B7",VeryLikelyOpen,811,43.64659663170443,-79.37530913867988
Taverna Mercatto,"120 Bremner Blvd, Toronto ON M5J 0A8",LikelyOpen,776,43.64659663170443,-79.37530913867988
La Bettola Di Terroni,"106 Victoria St, Toronto ON M5C 2B4",LikelyOpen,639,43.64659663170443,-79.37530913867988
Pizzaiolo,"1 Toronto St (at Court St.), Toronto ON M5C 2W4",LikelyOpen,369,43.64659663170443,-79.37530913867988
Panago Pizza Inc,"133 Bremner Blvd, Toronto ON M5J 3A7",VeryLikelyOpen,802,43.64659663170443,-79.37530913867988
St Lawrence Pizza & Ice Cream,"93 Front St E (St Lawrence Market (Upper Level 36)), Toronto ON M5E 1C3",VeryLikelyOpen,359,43.64659663170443,-79.37530913867988
Pizzaiolo,"104 Yonge St (at Adelaide St W), Toronto ON M5C 2Y6",LikelyOpen,453,43.64659663170443,-79.37530913867988
Pizza Hut,"77 Lower Jarvis St, Toronto ON M5E 1R8",VeryLikelyOpen,405,43.64659663170443,-79.37530913867988
Pizza Pizza,"Food Court Union, Toronto ON",LikelyOpen,538,43.64659663170443,-79.37530913867988
Mr. Pizza,"16 Yonge St (Yonge And Harbour), Toronto ON M5E 2A1",LikelyOpen,363,43.64659663170443,-79.37530913867988
Pita Land,"246 King St E (at Princess), Toronto ON M5A 1K1",LikelyOpen,858,43.64659663170443,-79.37530913867988
Uncle Tony's,"38 Wellington St E (Wellington and Scott), Toronto ON M5E 1C7",LikelyOpen,212,43.64659663170443,-79.37530913867988
Il Fornello,"214 King St W (at Simcoe St.), Toronto ON M5H 3S6",LikelyOpen,922,43.64659663170443,-79.37530913867988
Pi Co,"60 Colborne St, Toronto ON M5E 0B7",VeryLikelyOpen,318,43.64659663170443,-79.37530913867988
Pizza Pizza,"208 Queens Quay W, Toronto ON M5J 2Y5",VeryLikelyOpen,927,43.64659663170443,-79.37530913867988
Pizza Rustica,"95 King St E, Toronto ON M5C 1G4",LikelyOpen,383,43.64659663170443,-79.37530913867988
Stand 6,"Air Canada Ctr, Toronto ON",LikelyOpen,428,43.64659663170443,-79.37530913867988
Mamma's Pizza,"127 Yonge St, Toronto ON M5C 1W4",VeryLikelyOpen,556,43.64659663170443,-79.37530913867988
Pi Co Pizza Bar,"16 Richardson Ave, Toronto ON M6M 3R6",LikelyOpen,564,43.64659663170443,-79.37530913867988
Domino's Pizza,"67 Richmond St East NO, Toronto ON M5C 1N9",LikelyOpen,651,43.64659663170443,-79.37530913867988
Pizzaiola Gourmet Pizza,"100 Adelaide St W, Toronto ON M5H 1S3",LikelyOpen,666,43.64659663170443,-79.37530913867988
Pizza Pizza,"100 Training Ave, Toronto ON A1A 1A1",LikelyOpen,679,43.64659663170443,-79.37530913867988
Za Cafe Pizzeria + Bar,"372 Bay St, Toronto ON M5H 2W9",VeryLikelyOpen,692,43.64659663170443,-79.37530913867988
PizzaForno,"225 King St East, Toronto ON M5A 1J9",VeryLikelyOpen,694,43.64659663170443,-79.37530913867988
Bene,"176 Yonge St (at Queen St W), Toronto ON M5C 2L7",LikelyOpen,709,43.64659663170443,-79.37530913867988
Gino's Pizza,"63 Brant Ave, Brantford ON N3T 3H2",VeryLikelyOpen,730,43.64659663170443,-79.37530913867988
Pizza Pizza,"109 Front St E, Toronto ON M5A 4P7",LikelyOpen,470,43.64659663170443,-79.37530913867988
Pizza Nova,"31 Princess St, Toronto ON M5A 2S8",LikelyOpen,772,43.64659663170443,-79.37530913867988
Pizzaville,"190 Queens Quay E, Toronto ON M5A 3Y4",LikelyOpen,841,43.64659663170443,-79.37530913867988
The Good Son Pizza,"111 Richmond St W, Toronto ON M5H 2G4",LikelyOpen,844,43.64659663170443,-79.37530913867988
Pizza Nova,"222 the Esplanade, Toronto ON M5A 4M8",LikelyOpen,859,43.64659663170443,-79.37530913867988
Extreme Pita,"209 Victoria St (in Keenan Research Centre lobby), Toronto ON M5B 1T8",LikelyOpen,938,43.64659663170443,-79.37530913867988
Vesuviana's Lotta Pizza,"128 Hucknall Rd 2, Toronto ON M3J 1V8",Unsure,515,43.64659663170443,-79.37530913867988
Pizza Pizza,"200 King St E, Toronto ON M5A 3W8",VeryLikelyOpen,684,43.64659663170443,-79.37530913867988
Pizza Pizza,"51 Dockside Dr, Toronto ON M5A 0B6",VeryLikelyOpen,834,43.64659663170443,-79.37530913867988
Pizza Pan,"1822 St Clair Ave W (at Old Weston Rd), Toronto ON M6N 1J5",VeryLikelyOpen,621,43.672079,-79.470171
Dundas Pizza,"3088 Dundas St W (West of Keele), Toronto ON M6P 1Z8",VeryLikelyOpen,737,43.672079,-79.470171
Pizzeria Libretto,"3011 Dundas St W, Toronto ON M6P 1Z4",VeryLikelyOpen,754,43.672079,-79.470171
Domino's Pizza,"344 High Park Ave (Dundas), Toronto ON M6P 2S7",LikelyOpen,755,43.672079,-79.470171
Burattino Brick Oven Pizza,"3109 Dundas St W, Toronto ON M6P 1Z9",VeryLikelyOpen,791,43.672079,-79.470171
Pi Co,"Keele St and Dundas St, Toronto ON M6P 1Y8",LikelyOpen,800,43.672079,-79.470171
Botham’s,"2869 Dundas St W, Toronto ON M6P 1Y9",VeryLikelyOpen,870,43.672079,-79.470171
1 Plus 2 Pizza & Wings,"Annette St, Toronto ON",LikelyOpen,972,43.672079,-79.470171
Shoxs Billiard Lounge,"2827 Dundas St W (at Keele St.), Toronto ON M6P 1Y6",LikelyOpen,921,43.672079,-79.470171
Pizzeria Defina,"321 Roncesvalles Ave, Toronto ON M6R 2M6",LikelyOpen,432,43.649172,-79.4445087
Albany Pizza,"222 Lansdowne Ave, Toronto ON M6K 3C6",LikelyOpen,330,43.649172,-79.4445087
Yummy Pizza,"1745 Dundas St W, Toronto ON M6K 1V4",LikelyOpen,415,43.649172,-79.4445087
Papa John's Pizza,"1269 College St (Lansdown Ave), Toronto ON M6H 1C5",LikelyOpen,459,43.649172,-79.4445087
Pizzaiolo,"383 Roncesvalles Ave, Toronto ON M6R 2M8",LikelyOpen,491,43.649172,-79.4445087
Saints Island Pies,"1665 Dundas St W, Toronto ON M6K 1V2",LikelyOpen,588,43.649172,-79.4445087
Domino's Pizza,"1671 Dundas St W, Toronto ON M6K 1V2",LikelyOpen,591,43.649172,-79.4445087
GOURMET PIZZA Bar & Grill,"133 Roncesvalles Ave (Queen), Toronto ON M6R 2L2",LikelyOpen,720,43.649172,-79.4445087
Jessy's Pizza Toronto,"2200 Dundas St W (Roncesvalles Ave), Toronto ON M6R 1X3",LikelyOpen,722,43.649172,-79.4445087
Slow South Pizza,"1588 Dundas St W (Brock & Dundas), Toronto ON M6K 1T8",LikelyOpen,793,43.649172,-79.4445087
Juniors Pizzeria,"2243 Dundas St W (Roncesvalles), Toronto ON M6R 1X6",LikelyOpen,845,43.649172,-79.4445087
Pizza Nova,"2264 Dundas St W, Toronto ON M6R 1X3",LikelyOpen,865,43.649172,-79.4445087
Lambretta,"89 Roncesvalles Ave, Toronto ON M6R 2K6",LikelyOpen,867,43.649172,-79.4445087
Roma Pizza,"Queen St W (Lansdowne), Toronto ON",LikelyOpen,904,43.649172,-79.4445087
Pizza Del Arte,"2243 Dundas St W, Toronto ON M6R 1X6",Unsure,835,43.649172,-79.4445087
Pizza Pizza,"1080 Wilson Ave, North York ON M3K 1G6",LikelyOpen,953,43.73673829262113,-79.48227195568086
Pizza Bella,"2885 Keele St, Toronto ON M3M 2G9",Unsure,353,43.73673829262113,-79.48227195568086
Pizza Nova,"Keele St (Finch Ave), Toronto ON",LikelyOpen,630,43.73673829262113,-79.48227195568086
Pizza Hut,"3298 Keele St, Toronto ON M3M 2H7",LikelyOpen,825,43.73673829262113,-79.48227195568086
Pizza Pizza,"123 Garratt Blvd, Toronto ON M3K 1Y5",LikelyOpen,870,43.73673829262113,-79.48227195568086
The Greater Good Bar,"229 Geary Ave (at Dufferin St), Toronto ON M6H 2C1",LikelyOpen,935,43.674923,-79.430465
